,utteranceID,Group_x,Start_x,End_x,CPS_CONST_SharesU_Situation,CPS_CONST_SharesU_CorrectSolutions,CPS_CONST_SharesU_IncorrectSolutions,CPS_CONST_EstablishesCG_Confirms,CPS_CONST_EstablishesCG_Interrupts,CPS_NEG_Responds_Reasons,CPS_NEG_Responds_QuestionsOthers,CPS_NEG_Responds_Responds,CPS_NEG_MonitorsE_Results,CPS_NEG_MonitorsE_Strategizes,CPS_NEG_MonitorsE_Save,CPS_NEG_MonitorsE_GivingUp,CPS_MAINTAIN_Initiative_Suggestions,CPS_MAINTAIN_Initiative_Compliments,CPS_MAINTAIN_Initiative_Criticizes,CPS_MAINTAIN_FulfillsR_Support,CPS_MAINTAIN_FulfillsR_Apologizes,CPS_MAINTAIN_FulfillsR_InitiatesOffTopic,CPS_MAINTAIN_FulfillsR_JoinsOffTopic,Utterance,Start_y,End_y,Group_y,Participant,Transcript
1834,Group_08_95,Group_08,298.65,302.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,298.65,302.94,8,4,Have you filled out the survey on the computer as well and you guys will be 
1835,Group_08_96,Group_08,299.91,300.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96,299.91,300.3,8,1,No  
1836,Group_08_97,Group_08,310.2,312.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,97,310.2,312.5,8,3,Should we double check anything or just assume that we got it 
1837,Group_08_98,Group_08,312.66,315.48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,312.66,315.48,8,1,Should we be precise to one gram
1838,Group_08_99,Group_08,318.01,319.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,318.01,319.92,8,4,Just do rounding to tenths
1839,Group_08_100,Group_08,316.92,323.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,316.92,323.37,8,1,Should we tenths length ok that's fine yeah
1840,Group_08_101,Group_08,320.17,322.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,101,320.17,322.75,8,2,Ok so fifty is fine
1841,Group_08_102,Group_08,323.49,326.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102,323.49,326.25,8,3,Yeah we just got stumped cause it was like
1842,Group_08_103,Group_08,326.28,328.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,326.28,328.44,8,3,Close
1843,Group_08_104,Group_08,329.73,333.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,104,329.73,333.66,8,3,Yeah so we're definitely right
1844,Group_08_105,Group_08,331.55,332.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105,331.55,332.24,8,2,Yeah
1845,Group_08_106,Group_08,336.18,339.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,106,336.18,339.84,8,3,So you want to just like tell me the numbers cause
1846,Group_08_107,Group_08,340.06,348.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107,340.06,348.0,8,2,So yellow is fifty they said yellow's cause it was forty so yellow's fifty green is twenty
1847,Group_08_108,Group_08,342.92,343.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108,342.92,343.17,8,1,Yeah
1848,Group_08_109,Group_08,349.74,352.02,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,109,349.74,352.02,8,2,Um purple is thirty
1849,Group_08_110,Group_08,353.88,358.05,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,110,353.88,358.05,8,2,Yeah and and um what's the other one blue blue is ten
1850,Group_08_111,Group_08,359.16,365.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,359.16,365.25,8,2,Yeah I was like yeah I was like kind of confused wait what the lighting but
1851,Group_08_112,Group_08,365.91,368.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,365.91,368.13,8,2,So red is ten blue is
1852,Group_08_113,Group_08,366.56,366.84,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,366.56,366.84,8,3,Fifty
1853,Group_08_114,Group_08,369.09,371.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,369.09,371.07,8,2,Was thirty yep
1854,Group_08_115,Group_08,371.1,373.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,371.1,373.5,8,2,Um green is twenty yep and then yellow
1855,Group_08_116,Group_08,379.32,380.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,379.32,380.08,8,2,Ok which way
1856,Group_08_117,Group_08,380.58,381.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,380.58,381.81,8,1,White block
1857,Group_08_118,Group_08,382.26,384.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,382.26,384.24,8,3,Mystery block
1858,Group_08_119,Group_08,385.08,396.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,385.08,396.57,8,4,Ok now you need to determine the weight of this mystery block without using the scale
1859,Group_08_120,Group_08,384.3,391.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,384.3,391.84,8,1,Is there any mystery block third weight
1860,Group_08_121,Group_08,394.23,395.01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,121,394.23,395.01,8,2,Nice
1861,Group_08_122,Group_08,396.75,399.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,396.75,399.24,8,4,You will have two attempts to enter the weight correctly
1862,Group_08_123,Group_08,399.92,405.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,399.92,405.01,8,3,Ok so it might have to do with the numbers and stuff but
1863,Group_08_124,Group_08,399.27,399.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,399.27,399.75,8,4,And you can now begin
1864,Group_08_125,Group_08,402.01,405.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,402.01,405.57,8,1,It's like um
1865,Group_08_126,Group_08,405.84,406.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,405.84,406.82,8,3,Either that or we could just
1866,Group_08_127,Group_08,406.75,410.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,127,406.75,410.1,8,1,I think it's for data reference I don't know
1867,Group_08_128,Group_08,410.79,413.64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,128,410.79,413.64,8,3,Pretty heavy so let's read the numbers to see if we can
1868,Group_08_129,Group_08,413.82,415.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,129,413.82,415.8,8,3,Notice a pattern
1869,Group_08_130,Group_08,417.48,421.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,130,417.48,421.38,8,2,Interesting I was definitely right yeah it's definitely
1870,Group_08_131,Group_08,421.77,424.95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,131,421.77,424.95,8,2,Hundred and fifty grams but um
1871,Group_08_132,Group_08,425.1,428.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,425.1,428.34,8,2,I mean we could use a combination of these
1872,Group_08_133,Group_08,432.59,438.81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,133,432.59,438.81,8,1,Actually since the like the density is different we can't actually compare directly
1873,Group_08_134,Group_08,429.96,431.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,429.96,431.08,8,2,To see you know how to 
1874,Group_08_135,Group_08,439.71,442.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,135,439.71,442.56,8,3,Yeah but let's make sure we don't lose our order
1875,Group_08_136,Group_08,442.74,450.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,136,442.74,450.81,8,3,Um and if you notice they all have this kind of stuff written on them so maybe this is
1876,Group_08_137,Group_08,442.92,449.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137,442.92,449.42,8,1,Um yeah green is twenty yep let's check that
1877,Group_08_138,Group_08,452.33,453.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,138,452.33,453.99,8,2,Well they all say the same thing
1878,Group_08_139,Group_08,451.47,451.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,451.47,451.98,8,1,Thirty or 
1879,Group_08_140,Group_08,454.56,456.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,454.56,456.63,8,2,They all say
1880,Group_08_141,Group_08,458.4,460.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,141,458.4,460.38,8,1,They all say the same thing actually
1881,Group_08_142,Group_08,460.62,464.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,142,460.62,464.37,8,2,So I don't think it matters um
1882,Group_08_143,Group_08,462.33,464.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,462.33,464.07,8,3,Gotcha  
1883,Group_08_144,Group_08,466.05,475.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,466.05,475.38,8,3,We can feel a hole right here so maybe we can see how much is drilled out as well
1884,Group_08_145,Group_08,475.53,477.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,475.53,477.08,8,3,I don't want to do math right now
1885,Group_08_146,Group_08,475.71,479.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,475.71,479.76,8,1,This has a forty now give me the thirty one
1886,Group_08_147,Group_08,481.65,484.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,481.65,484.77,8,1,It is twenty one second
1887,Group_08_148,Group_08,485.07,487.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,485.07,487.05,8,1,Yeah this is thirty
1888,Group_08_149,Group_08,489.6,491.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,489.6,491.58,8,1,It has a hole
1889,Group_08_150,Group_08,495.63,498.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,495.63,498.54,8,2,Or let's all like do what he's doing
1890,Group_08_151,Group_08,498.6,506.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,498.6,506.25,8,2,And like like so like we all get a feel and then we could all come up with like a result
1891,Group_08_152,Group_08,500.02,506.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152,500.02,506.25,8,3,Yeah I guess yeah
1892,Group_08_153,Group_08,502.84,504.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153,502.84,504.34,8,1,Can you add a ten for me 
1893,Group_08_154,Group_08,507.36,515.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,154,507.36,515.46,8,3,And do you think that like one of us should just like keep them stable so that you're only feeling the weight just cause otherwise one's going to be like less stable I don't know if that'll make a difference
1894,Group_08_155,Group_08,516.57,519.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,155,516.57,519.93,8,1,Um uh remove the ten
1895,Group_08_156,Group_08,525.21,527.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,156,525.21,527.64,8,2,Want me to add the green
1896,Group_08_157,Group_08,525.21,527.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,525.21,527.64,8,1,It's that yeah
1897,Group_08_158,Group_08,527.76,529.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,158,527.76,529.74,8,1,Try that
1898,Group_08_159,Group_08,532.65,536.04,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,159,532.65,536.04,8,1,And that just a little bit try that
1899,Group_08_160,Group_08,547.89,550.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,160,547.89,550.17,8,2,Lowkey add a ten
1900,Group_08_161,Group_08,561.63,564.15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,161,561.63,564.15,8,2,Another ten
1901,Group_08_162,Group_08,569.55,571.53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,162,569.55,571.53,8,2,Too heavy
1902,Group_08_163,Group_08,576.925,580.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,163,576.925,580.92,8,1,Because after a volume more volume we can't actually
1903,Group_08_164,Group_08,587.34,589.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,164,587.34,589.8,8,2,That feels more like it I'm going to be honest
1904,Group_08_165,Group_08,589.92,592.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,589.92,592.56,8,3,Ok and then can we like
1905,Group_08_166,Group_08,592.59,594.57,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,592.59,594.57,8,3,Makeshift our own sort of like
1906,Group_08_167,Group_08,594.9,601.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,594.9,601.05,8,3,A way of actually measuring it like with a scale like set up something that will have a tipping point or are we supposed do this by feel
1907,Group_08_168,Group_08,602.76,604.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,602.76,604.74,8,4,You guys are free to solve the task as 
1908,Group_08_169,Group_08,606.0,608.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,606.0,608.31,8,3,Ok
1909,Group_08_170,Group_08,608.58,611.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,608.58,611.28,8,3,Uh it's this one we want now
1910,Group_08_171,Group_08,612.31,621.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,612.31,621.67,8,3,We are like halfway over the edge and we can just barely balance it actually we need something bigger
1911,Group_08_172,Group_08,612.24,624.09,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,172,612.24,624.09,8,1,We also try that that is fair if it is the rectangle we can try that
1912,Group_08_173,Group_08,624.31,625.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,624.31,625.08,8,2,The purple is
1913,Group_08_174,Group_08,625.62,628.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,625.62,628.35,8,3,So like what's going to get just like barely
1914,Group_08_175,Group_08,635.61,637.89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,175,635.61,637.89,8,1,It started falling
1915,Group_08_176,Group_08,643.71,647.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,176,643.71,647.58,8,3,I think that it needs more
1916,Group_08_177,Group_08,648.45,650.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,177,648.45,650.43,8,2,Are they the same size though
1917,Group_08_178,Group_08,651.54,653.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,178,651.54,653.88,8,3,Uh the bottom one shouldn't matter
1918,Group_08_179,Group_08,653.91,657.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,179,653.91,657.09,8,3,In then as long as we have the same on either side of that line
1919,Group_08_180,Group_08,657.42,658.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,657.42,658.75,8,3,Stacking up
1920,Group_08_181,Group_08,659.08,660.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,181,659.08,660.81,8,1,Keep it in that sect diagnal
1921,Group_08_182,Group_08,664.8,666.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,664.8,666.78,8,3,How close is this though
1922,Group_08_183,Group_08,679.42,676.17,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183,669.42,676.17,8,3,That might have been it that was three 
1923,Group_08_184,Group_08,667.65,669.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,184,667.65,669.67,8,2,I think that was on the line too
1924,Group_08_185,Group_08,678.55,681.48,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,678.55,681.48,8,2,So we said like green was ten green was twenty
1925,Group_08_186,Group_08,676.92,679.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,676.92,679.08,8,1,Fifty plus
1926,Group_08_187,Group_08,675.01,680.08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,675.01,680.08,8,3,Let's see
1927,Group_08_188,Group_08,682.08,685.11,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,188,682.08,685.11,8,3,I think that might be it should we do it again just to be sure
1928,Group_08_189,Group_08,681.84,682.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,681.84,682.11,8,1,Fifty plus
1929,Group_08_190,Group_08,682.58,683.58,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,682.58,683.58,8,2,Yellow was fifty
1930,Group_08_191,Group_08,686.58,687.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,686.58,687.87,8,3,Ok
1931,Group_08_192,Group_08,685.33,686.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,685.33,686.33,8,2,Yeah
1932,Group_08_193,Group_08,688.56,691.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193,688.56,691.26,8,1,Keep it in that sect diagnal
1933,Group_08_194,Group_08,693.57,697.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,693.57,697.62,8,3,Wait a sec ok so this actually matters how we
1934,Group_08_195,Group_08,708.39,711.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195,708.39,711.24,8,3,Well that's pretty unstable right there I think
1935,Group_08_196,Group_08,712.02,714.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,196,712.02,714.0,8,2,Yeah right there all right
1936,Group_08_197,Group_08,714.84,716.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,197,714.84,716.82,8,2,Good enough at approximation
1937,Group_08_198,Group_08,722.61,727.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,198,722.61,727.35,8,3,Set it like all the way into the center line it's just enough room to support it
1938,Group_08_199,Group_08,727.62,730.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,199,727.62,730.98,8,3,And I'll just kind of support this with my finger and then I'll move my finger
1939,Group_08_200,Group_08,731.34,733.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200,731.34,733.53,8,3,Like if I don't feel weight we can just see how
1940,Group_08_201,Group_08,744.72,747.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,201,744.72,747.12,8,3,And so that's not close but it'll be
1941,Group_08_202,Group_08,747.18,749.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,747.18,749.16,8,3,That
1942,Group_08_203,Group_08,752.61,758.07,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,203,752.61,758.07,8,3,I think if we add another one here but we want to make sure it looks like it's straight up and down also
1943,Group_08_204,Group_08,749.85,750.76,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,749.85,750.76,8,2,How much weight is that if you yeah I think you
1944,Group_08_205,Group_08,751.58,752.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,205,751.58,752.75,8,1,If we add it
1945,Group_08_206,Group_08,765.33,773.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,765.33,773.49,8,2,So it's the yellow which was fifty grams right yellow purple
1946,Group_08_207,Group_08,765.33,767.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,207,765.33,767.58,8,3,So I think that's it
1947,Group_08_208,Group_08,773.52,776.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,773.52,776.46,8,2,Purple and a yellow green
1948,Group_08_209,Group_08,776.61,780.78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,776.61,780.78,8,2,And red right yellow green
1949,Group_08_210,Group_08,777.31,777.83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,210,777.31,777.83,8,1,Yes
1950,Group_08_211,Group_08,780.96,783.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,780.96,783.06,8,2,It's ten
1951,Group_08_212,Group_08,783.15,785.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,783.15,785.43,8,2,Green  
1952,Group_08_213,Group_08,786.39,790.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,213,786.39,790.23,8,3,It's either that or like maybe ten more I just couldn't quite tell
1953,Group_08_214,Group_08,790.89,795.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,214,790.89,795.21,8,3,It didn't seem like it took it much to get it to tip but also it's hard to like
1954,Group_08_215,Group_08,795.42,800.49,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,215,795.42,800.49,8,3,Yield ten grams of pressure I think it's that
1955,Group_08_216,Group_08,797.92,800.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,797.92,800.49,8,1,Twenty thirty fifty
1956,Group_08_217,Group_08,800.76,803.37,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,800.76,803.37,8,1,We have two answers right we can give eighty and ninety
1957,Group_08_218,Group_08,805.23,807.78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218,805.23,807.78,8,2,So seventy yeah we could try eighty
1958,Group_08_219,Group_08,807.96,809.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,219,807.96,809.42,8,1,Yeah we can try eighty
1959,Group_08_220,Group_08,809.23,810.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,809.23,810.3,8,2,Right in the middle
1960,Group_08_221,Group_08,811.32,813.57,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,221,811.32,813.57,8,3,I don't I don't think it was in the
1961,Group_08_222,Group_08,814.02,818.72,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,222,814.02,818.72,8,3,Wait what were the ones that we had on there cause I think that might have been the same
1962,Group_08_223,Group_08,817.4,820.47,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,223,817.4,820.47,8,1,This this and this ten twenty and fifty
1963,Group_08_224,Group_08,818.56,819.42,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,224,818.56,819.42,8,2,Yeah
1964,Group_08_225,Group_08,820.74,825.66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,225,820.74,825.66,8,3,Ok well we added an we used both of these so it's twenty twenty and fifty so fifty
1965,Group_08_226,Group_08,822.06,822.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,822.06,822.75,8,1,Added a ten
1966,Group_08_227,Group_08,826.15,829.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,826.15,829.5,8,3,Ninety let's see are we good with ninety
1967,Group_08_228,Group_08,825.84,830.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,228,825.84,830.48,8,1,Try ninety nintey yeah
1968,Group_08_229,Group_08,830.56,831.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,229,830.56,831.99,8,2,Yeah let's have another try
1969,Group_08_230,Group_08,836.07,838.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,230,836.07,838.05,8,1,Then you can try eighty
1970,Group_08_231,Group_08,841.5,842.49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,231,841.5,842.49,8,1,We can't add more
1971,Group_08_232,Group_08,839.67,841.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,232,839.67,841.17,8,3,I don't think we have eighty
1972,Group_08_233,Group_08,842.7,846.69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,233,842.7,846.69,8,1,Actually when we added the final ten it was able to to fall
1973,Group_08_234,Group_08,844.67,845.67,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,234,844.67,845.67,8,2,It started to tip
1974,Group_08_235,Group_08,846.75,851.19,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,235,846.75,851.19,8,3,It was about ready to fall but it didn't fall it needed to be touched so maybe it was a hundred
1975,Group_08_236,Group_08,851.82,855.99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,236,851.82,855.99,8,1,Ok we can try that
1976,Group_08_237,Group_08,857.88,858.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,857.88,858.73,8,2,Uh it was eighty yep
1977,Group_08_238,Group_08,858.83,860.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,858.83,860.08,8,3,Oh ok
1978,Group_08_239,Group_08,860.06,862.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,860.06,862.35,8,1,It was eighty
1979,Group_08_240,Group_08,863.48,864.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,863.48,864.81,8,2,Yeah cause
1980,Group_08_241,Group_08,862.56,863.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,862.56,863.42,8,3,That's interesting
1981,Group_08_242,Group_08,865.3,870.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,242,865.3,870.24,8,2,If you were to add another ten pounds to make it a hundred it would have definitely tilted over
1982,Group_08_243,Group_08,865.2,867.33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,865.2,867.33,8,3,Twenty forty
1983,Group_08_244,Group_08,872.67,879.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,872.67,879.9,8,4,Ok for the final part of the task read the scenario and estimate the weight of the missing second mystery
1984,Group_08_245,Group_08,880.71,889.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,880.71,889.47,8,4,You'll have two attempts to estimate and explain your answer you can now continue the survey um you will have a scenario on the
1985,Group_08_246,Group_08,884.08,885.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,884.08,885.34,8,2,Ok cool so we could use this
1986,Group_08_247,Group_08,885.58,887.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,885.58,887.08,8,1,Is it the second mystery block
1987,Group_08_248,Group_08,891.46,892.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,248,891.46,892.8,8,2,Just click next
